"question","answer","index","asd","ASD"
"Is that supposed to make me laugh?","Sometimes humor is tricky for a bot.","70","34",""
"Jokes aren't your strong suit","Sometimes humor is tricky for a bot.","70","29",""
"Learn to tell a joke","Sometimes humor is tricky for a bot.","70","20",""
"Not amused","Sometimes humor is tricky for a bot.","70","10",""
"Not funny","Sometimes humor is tricky for a bot.","70","9",""
"Oh, a wise guy, eh?","Sometimes humor is tricky for a bot.","70","19",""
"Pathetic joke","Sometimes humor is tricky for a bot.","70","13",""
"Pathetic sense of humor","Sometimes humor is tricky for a bot.","70","23",""
"If that was a joke, you should be ashamed","Sometimes humor is tricky for a bot.","70","41",""
"Quit joking around","Sometimes humor is tricky for a bot.","70","18",""
"Are you supposed to be funny?","Sometimes humor is tricky for a bot.","70","29",""
"That is not something you should joke about","Sometimes humor is tricky for a bot.","70","43",""
"I don't think you're funny","Sometimes humor is tricky for a bot.","70","26",""
"I don't find that amusing","Sometimes humor is tricky for a bot.","70","25",""
"That wasn't funny","Sometimes humor is tricky for a bot.","70","17",""
"Don't make me laugh","Sometimes humor is tricky for a bot.","70","19",""
"Your jokes are awful","Sometimes humor is tricky for a bot.","70","20",""
"I don't like your sense of humor","Sometimes humor is tricky for a bot.","70","32",""
"Was that a joke?","Sometimes humor is tricky for a bot.","70","16",""
"Who's your developer?","People created me.","69","21",""
"Do you have a coder?","People created me.","69","20",""
"Who is your coder?","People created me.","69","18",""
"What company coded you?","People created me.","69","23",""
"Who coded you?","People created me.","69","14",""
"Did someone program you?","People created me.","69","24",""
"Did someone make you?","People created me.","69","21",""
"Whose program are you?","People created me.","69","22",""
"Who made you?","People created me.","69","13",""
"Who's your maker?","People created me.","69","17",""
"Did someone write your lines?","People created me.","69","29",""
"Who's your creator?","People created me.","69","19",""
"Who's responsible for programming you?","People created me.","69","38",""
"Who's responsible for designing you?","People created me.","69","36",""
"Who produced you?","People created me.","69","17",""
"Who owns you?","People created me.","69","13",""
"How did you get created?","People created me.","69","24",""
"Whose product are you","People created me.","69","21",""
"Did someone create you?","People created me.","69","23",""
"How did you get designed?","People created me.","69","25",""
"How did you get built?","People created me.","69","22",""
"How did you get coded in the first place?","People created me.","69","41",""
"Who was responsible for creating you?","People created me.","69","37",""
"What team made you?","People created me.","69","19",""
"What team created you?","People created me.","69","22",""
"Who's your dev?","People created me.","69","15",""
"Did someone develop you?","People created me.","69","24",""
"Who's your writer?","People created me.","69","18",""
"Did someone design you?","People created me.","69","23",""
"Who writes for you?","People created me.","69","19",""
"Do you have a writer?","People created me.","69","21",""
"Which company built you?","People created me.","69","24",""
"What company built you?","People created me.","69","23",""
"Which company coded you?","People created me.","69","24",""
"Who writes your lines?","People created me.","69","22",""
"Who is your maker?","People created me.","69","18",""
"Did someone build you?","People created me.","69","22",""
"How did you manifest?","People created me.","69","21",""
"Who did your programming?","People created me.","69","25",""
"Who manifested you?","People created me.","69","19",""
"Where did you come from?","People created me.","69","24",""
"What company programmed you?","People created me.","69","28",""
"What company produced you?","People created me.","69","26",""
"What company engineered you?","People created me.","69","28",""
"What company developed you?","People created me.","69","27",""
"What company designed you?","People created me.","69","26",""
"How were you programmed?","People created me.","69","24",""
"Which company designed you?","People created me.","69","27",""
"How were you built?","People created me.","69","19",""
"Which company developed you?","People created me.","69","28",""
"How did you come to be?","People created me.","69","23",""
"How did you come into being?","People created me.","69","28",""
"Hey who built you","People created me.","69","17",""
"Do you have a programmer?","People created me.","69","25",""
"Do you have a maker?","People created me.","69","20",""
"Do you have a developer?","People created me.","69","24",""
"Who designed you?","People created me.","69","17",""
"Who is your developer?","People created me.","69","22",""
"Who is your creator?","People created me.","69","20",""
"Who is your architect?","People created me.","69","22",""
"Who incorporated you?","People created me.","69","21",""
"Who has built you","People created me.","69","17",""
"Who engineered you?","People created me.","69","19",""
"Who developed you?","People created me.","69","18",""
"Do you have a creator?","People created me.","69","22",""
"who created you you're a badass","People created me.","69","31",""
"Which people made you?","People created me.","69","22",""
"Which company made you?","People created me.","69","23",""
"Which company engineered you?","People created me.","69","29",""
"Where do you come from?","People created me.","69","23",""
"Who is your designer?","People created me.","69","21",""
"Do you have a designer?","People created me.","69","23",""
"Who created you?","People created me.","69","16",""
"Who wrote your lines?","People created me.","69","21",""
"Who built you?","People created me.","69","14",""
"Does someone write for you?","People created me.","69","27",""
"Which company programmed you?","People created me.","69","29",""
"How were you designed?","People created me.","69","22",""
"Who programmed you?","People created me.","69","19",""
"I'm a vegetarian","Okay.","68","16",""
"I'm a swimmer","Okay.","68","13",""
"I'm American","Okay.","68","12",""
"I'm amazing","Okay.","68","11",""
"I'm agnostic","Okay.","68","12",""
"I'm African American","Okay.","68","20",""
"I'm a writer","Okay.","68","12",""
"I'm a woman","Okay.","68","11",""
"I'm an adult","Okay.","68","12",""
"I'm a Virgo","Okay.","68","11",""
"I'm an alien","Okay.","68","12",""
"I'm a vegan","Okay.","68","11",""
"I'm a Trump supporter","Okay.","68","21",""
"I'm a teenager","Okay.","68","14",""
"I'm a tech worker","Okay.","68","17",""
"I'm a tech journalist","Okay.","68","21",""
"I'm a teacher","Okay.","68","13",""
"I'm a Leo","Okay.","68","9",""
"I'm a Warren supporter","Okay.","68","22",""
"I'm an engineer","Okay.","68","15",""
"I'm bipolar","Okay.","68","11",""
"I'm bald","Okay.","68","8",""
"I'm awesome","Okay.","68","11",""
"I'm athletic","Okay.","68","12",""
"I'm an only child","Okay.","68","17",""
"I'm an introvert","Okay.","68","16",""
"I'm an Independent","Okay.","68","18",""
"I'm an activist","Okay.","68","15",""
"I'm an extrovert","Okay.","68","16",""
"I'm a student","Okay.","68","13",""
"I'm an atheist","Okay.","68","14",""
"I'm an astronaut","Okay.","68","16",""
"I'm an artist","Okay.","68","13",""
"I'm an Aries","Okay.","68","12",""
"I'm an Aquarius","Okay.","68","15",""
"I'm an immigrant","Okay.","68","16",""
"I'm a Democrat","Okay.","68","14",""
"I'm a golfer","Okay.","68","12",""
"I'm a girl","Okay.","68","10",""
"I'm a genius","Okay.","68","12",""
"I'm a gangster","Okay.","68","14",""
"I'm a game designer","Okay.","68","19",""
"I'm a fighter","Okay.","68","13",""
"I'm a dog person","Okay.","68","16",""
"I'm a Taurus","Okay.","68","12",""
"I'm a dime","Okay.","68","10",""
"I'm a lawyer","Okay.","68","12",""
"I'm a CPA","Okay.","68","9",""
"I'm a cop","Okay.","68","9",""
"I'm a cook","Okay.","68","10",""
"I'm a conservative","Okay.","68","18",""
"I'm a Communist","Okay.","68","15",""
"I'm a Christian","Okay.","68","15",""
"I'm a diver","Okay.","68","11",""
"I'm a millennial","Okay.","68","16",""
"I'm a scientist","Okay.","68","15",""
"I'm a salesman","Okay.","68","14",""
"I'm a robot","Okay.","68","11",""
"I'm a Republican","Okay.","68","16",""
"I'm a redhead","Okay.","68","13",""
"I'm a Hoosier","Okay.","68","13",""
"I'm a journalist","Okay.","68","16",""
"I'm a man","Okay.","68","9",""
"I'm a librarian","Okay.","68","15",""
"I'm a Libra","Okay.","68","11",""
"I'm a Libertarian","Okay.","68","17",""
"I'm a liberal","Okay.","68","13",""
"I'm blond","Okay.","68","9",""
"I'm a Pisces","Okay.","68","12",""
"I'm muslim","Okay.","68","10",""
"I'm Korean","Okay.","68","10",""
"I'm religious","Okay.","68","13",""
"I'm pregnant","Okay.","68","12",""
"I'm overweight","Okay.","68","14",""
"I'm on the road","Okay.","68","15",""
"I'm on a business trip","Okay.","68","22",""
"I'm on a boat","Okay.","68","13",""
"I'm self-employed","Okay.","68","17",""
"I'm Native American","Okay.","68","19",""
"I'm sexy","Okay.","68","8",""
"I'm middle-aged","Okay.","68","15",""
"I'm Mexican","Okay.","68","11",""
"I'm married","Okay.","68","11",""
"I'm liberal","Okay.","68","11",""
"I'm lazy","Okay.","68","8",""
"I'm Latino","Okay.","68","10",""
"I'm bisexual","Okay.","68","12",""
"I'm old","Okay.","68","7",""
"I'm tall","Okay.","68","8",""
"I'm young","Okay.","68","9",""
"I'm white","Okay.","68","9",""
"I'm weak","Okay.","68","8",""
"I'm Vietnamese","Okay.","68","14",""
"I'm underweight","Okay.","68","15",""
"I'm thick","Okay.","68","9",""
"I'm the queen","Okay.","68","13",""
"I'm Russian","Okay.","68","11",""
"I'm the best","Okay.","68","12",""
"I'm Jewish","Okay.","68","10",""
"I'm strong","Okay.","68","10",""
"I'm skinny","Okay.","68","10",""
"I'm single","Okay.","68","10",""
"I'm sick","Okay.","68","8",""
"I'm shy","Okay.","68","7",""
"I'm short","Okay.","68","9",""
"I'm the king","Okay.","68","12",""
"I'm conservative","Okay.","68","16",""
"I'm French","Okay.","68","10",""
"I'm fat","Okay.","68","7",""
"I'm Ethiopian","Okay.","68","13",""
"I'm English","Okay.","68","11",""
"I'm engaged","Okay.","68","11",""
"I'm doing that","Okay.","68","14",""
"I'm divorced","Okay.","68","12",""
"I'm Latina","Okay.","68","10",""
"I'm currently travelling","Okay.","68","24",""
"I'm gay","Okay.","68","7",""
"I'm competitive","Okay.","68","15",""
"I'm Chinese","Okay.","68","11",""
"I'm Canadian","Okay.","68","12",""
"I'm brunette","Okay.","68","12",""
"I'm blonde","Okay.","68","10",""
"I'm a chef","Okay.","68","10",""
"I'm cute","Okay.","68","8",""
"I'm hindu","Okay.","68","9",""
"I'm Japanese","Okay.","68","12",""
"I'm Irish","Okay.","68","9",""
"I'm Indian","Okay.","68","10",""
"I'm in the country","Okay.","68","18",""
"I'm in the city","Okay.","68","15",""
"I'm in Seattle","Okay.","68","14",""
"I'm from there","Okay.","68","14",""
"I'm Hispanic","Okay.","68","12",""
"I'm gangsta","Okay.","68","11",""
"I'm handsome","Okay.","68","12",""
"I'm going to do that","Okay.","68","20",""
"I'm German","Okay.","68","10",""
"I'm Gen Z","Okay.","68","9",""
"I'm Gen Y","Okay.","68","9",""
"I'm black","Okay.","68","9",""
"I'm in a relationship","Okay.","68","21",""
"I am a Virgo","Okay.","68","12",""
"I am a Taurus","Okay.","68","13",""
"I am an Aries","Okay.","68","13",""
"I am an Aquarius","Okay.","68","16",""
"I am an agnostic","Okay.","68","16",""
"I am an activist","Okay.","68","16",""
"I am African American","Okay.","68","21",""
